ID_Treinamento;ID_Funcionario;Nome_Treinamento;Categoria;Carga_Horaria_h;Data_Inicio;Data_Fim;Status;Nota_Final;Modalidade;Duracao_Dias;flag_data_invalida
TR-001284;FUNC-0612;Liderança Situacional;Comportamental;16;2020-02-28;2020-03-01;Concluído;8,6;Presencial;2;False
TR-001285;FUNC-0612;LGPD na Prática;Compliance;4;2021-01-24;2021-01-25;Concluído;9,9;EAD;1;False
TR-001286;FUNC-0613;Programa de Desenvolvimento de Líderes;Comportamental;40;2020-11-25;2020-11-30;Concluído;9,9;Presencial;5;False
TR-001287;FUNC-0614;Design Thinking;Técnico;16;2022-02-21;2022-02-23;Não Concluído;;Híbrido;2;False
TR-001288;FUNC-0614;Design Thinking;Técnico;16;2022-02-05;2022-02-07;Concluído;5,7;Híbrido;2;False
TR-001289;FUNC-0614;Power BI do Zero ao Avançado;Técnico;20;2021-05-01;2021-05-03;Concluído;7,8;EAD;2;False
TR-001290;FUNC-0614;Segurança do Trabalho NR-35;Obrigatório;4;2024-04-27;2024-04-28;Concluído;8,2;Presencial;1;False
TR-001291;FUNC-0615;Onboarding Corporativo;Institucional;8;2024-11-05;2024-11-06;Concluído;5,6;Híbrido;1;False
TR-001292;FUNC-0616;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-01-14;2024-01-19;Concluído;9,1;Presencial;5;False
TR-001293;FUNC-0616;Python para Análise de Dados;Técnico;40;2022-06-06;2022-06-11;Não Concluído;;EAD;5;False
TR-001294;FUNC-0616;Design Thinking;Técnico;16;2024-09-19;2024-09-21;Concluído;5,6;Híbrido;2;False
TR-001295;FUNC-0616;Excel Avançado;Técnico;8;2023-11-14;2023-11-15;Não Concluído;;EAD;1;False
TR-001296;FUNC-0617;Gestão Ágil de Projetos;Técnico;24;2023-07-20;2023-07-23;Não Concluído;;Híbrido;3;False
TR-001297;FUNC-0618;Inglês Corporativo;Idioma;60;2021-09-19;2021-09-26;Concluído;5,9;EAD;7;False
TR-001298;FUNC-0618;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-04-12;2022-04-17;Não Concluído;;Presencial;5;False
TR-001299;FUNC-0618;Comunicação Não-Violenta;Comportamental;8;2021-12-21;2021-12-22;Concluído;9,7;Presencial;1;False
TR-001300;FUNC-0618;Inglês Corporativo;Idioma;60;2020-08-17;2020-08-24;Concluído;8,9;EAD;7;False
TR-001301;FUNC-0619;Gestão Ágil de Projetos;Técnico;24;2024-05-31;2024-06-03;Concluído;7,1;Híbrido;3;False
TR-001302;FUNC-0619;Power BI do Zero ao Avançado;Técnico;20;2024-04-27;2024-04-29;Concluído;8,8;EAD;2;False
TR-001303;FUNC-0619;Comunicação Não-Violenta;Comportamental;8;2024-08-28;2024-08-29;Concluído;6,9;Presencial;1;False
TR-001304;FUNC-0619;Power BI do Zero ao Avançado;Técnico;20;2024-06-11;2024-06-13;Concluído;6,6;EAD;2;False
TR-001305;FUNC-0620;Gestão Ágil de Projetos;Técnico;24;2020-05-23;2020-05-26;Concluído;8,7;Híbrido;3;False
TR-001306;FUNC-0620;Python para Análise de Dados;Técnico;40;2020-02-17;2020-02-22;Concluído;8,3;EAD;5;False
TR-001307;FUNC-0621;Inglês Corporativo;Idioma;60;2019-03-25;2019-04-01;Não Concluído;;EAD;7;False
TR-001308;FUNC-0621;Gestão Ágil de Projetos;Técnico;24;2015-03-22;2015-03-25;Concluído;8,4;Híbrido;3;False
TR-001309;FUNC-0621;Design Thinking;Técnico;16;2018-01-23;2018-01-25;Concluído;8,3;Híbrido;2;False
TR-001310;FUNC-0622;Finanças para Não Financeiros;Técnico;12;2019-04-29;2019-04-30;Concluído;9,0;EAD;1;False
TR-001311;FUNC-0622;Inglês Corporativo;Idioma;60;2021-06-03;2021-06-10;Não Concluído;;EAD;7;False
TR-001312;FUNC-0622;Vendas Consultivas B2B;Técnico;16;2024-10-27;2024-10-29;Concluído;9,8;Presencial;2;False
TR-001313;FUNC-0623;Liderança Situacional;Comportamental;16;2020-08-26;2020-08-28;Concluído;8,9;Presencial;2;False
TR-001314;FUNC-0623;Power BI do Zero ao Avançado;Técnico;20;2021-02-21;2021-02-23;Concluído;7,2;EAD;2;False
TR-001315;FUNC-0624;Comunicação Não-Violenta;Comportamental;8;2024-02-20;2024-02-21;Concluído;6,9;Presencial;1;False
TR-001316;FUNC-0624;Vendas Consultivas B2B;Técnico;16;2022-04-02;2022-04-04;Concluído;8,4;Presencial;2;False
TR-001317;FUNC-0624;Gestão Ágil de Projetos;Técnico;24;2023-05-03;2023-05-06;Não Concluído;;Híbrido;3;False
TR-001318;FUNC-0624;Python para Análise de Dados;Técnico;40;2024-11-07;2024-11-12;Concluído;6,0;EAD;5;False
TR-001319;FUNC-0624;Inglês Corporativo;Idioma;60;2021-07-10;2021-07-17;Concluído;7,9;EAD;7;False
TR-001320;FUNC-0625;Onboarding Corporativo;Institucional;8;2024-01-07;2024-01-08;Não Concluído;;Híbrido;1;False
TR-001321;FUNC-0628;Python para Análise de Dados;Técnico;40;2024-07-24;2024-07-29;Não Concluído;;EAD;5;False
TR-001322;FUNC-0628;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-04-21;2024-04-26;Concluído;8,0;Presencial;5;False
TR-001323;FUNC-0628;Onboarding Corporativo;Institucional;8;2024-07-05;2024-07-06;Em Andamento;;Híbrido;1;False
TR-001324;FUNC-0630;Power BI do Zero ao Avançado;Técnico;20;2022-11-12;2022-11-14;Concluído;7,3;EAD;2;False
TR-001325;FUNC-0630;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-05-03;2022-05-08;Concluído;5,7;Presencial;5;False
TR-001326;FUNC-0630;Gestão Ágil de Projetos;Técnico;24;2022-06-07;2022-06-10;Não Concluído;;Híbrido;3;False
TR-001327;FUNC-0630;Onboarding Corporativo;Institucional;8;2022-04-13;2022-04-14;Concluído;9,6;Híbrido;1;False
TR-001328;FUNC-0631;Segurança do Trabalho NR-35;Obrigatório;4;2022-12-08;2022-12-09;Em Andamento;;Presencial;1;False
TR-001329;FUNC-0631;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-01-02;2023-01-07;Em Andamento;;Presencial;5;False
TR-001330;FUNC-0631;Onboarding Corporativo;Institucional;8;2023-08-02;2023-08-03;Concluído;8,4;Híbrido;1;False
TR-001331;FUNC-0631;Vendas Consultivas B2B;Técnico;16;2022-03-23;2022-03-25;Em Andamento;;Presencial;2;False
TR-001332;FUNC-0632;Onboarding Corporativo;Institucional;8;2021-09-10;2021-09-11;Concluído;8,7;Híbrido;1;False
TR-001333;FUNC-0633;Power BI do Zero ao Avançado;Técnico;20;2024-07-07;2024-07-09;Concluído;9,0;EAD;2;False
TR-001334;FUNC-0635;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-06-28;2021-07-03;Concluído;6,6;Presencial;5;False
TR-001335;FUNC-0635;Segurança do Trabalho NR-35;Obrigatório;4;2022-06-21;2022-06-22;Em Andamento;;Presencial;1;False
TR-001336;FUNC-0635;Design Thinking;Técnico;16;2022-05-03;2022-05-05;Concluído;5,8;Híbrido;2;False
TR-001337;FUNC-0635;Gestão de Conflitos;Comportamental;8;2024-04-29;2024-04-30;Concluído;8,4;Presencial;1;False
TR-001338;FUNC-0636;LGPD na Prática;Compliance;4;2022-02-20;2022-02-21;Concluído;7,5;EAD;1;False
TR-001339;FUNC-0638;LGPD na Prática;Compliance;4;2024-08-26;2024-08-27;Em Andamento;;EAD;1;False
TR-001340;FUNC-0638;Design Thinking;Técnico;16;2020-06-13;2020-06-15;Concluído;7,0;Híbrido;2;False
TR-001341;FUNC-0639;Python para Análise de Dados;Técnico;40;2024-08-26;2024-08-31;Concluído;9,6;EAD;5;False
TR-001342;FUNC-0640;Comunicação Não-Violenta;Comportamental;8;2019-03-30;2019-03-31;Em Andamento;;Presencial;1;False
TR-001343;FUNC-0640;Liderança Situacional;Comportamental;16;2019-08-20;2019-08-22;Em Andamento;;Presencial;2;False
TR-001344;FUNC-0640;Segurança do Trabalho NR-35;Obrigatório;4;2024-07-01;2024-07-02;Concluído;8,5;Presencial;1;False
TR-001345;FUNC-0641;Segurança do Trabalho NR-35;Obrigatório;4;2024-10-25;2024-10-26;Concluído;7,9;Presencial;1;False
TR-001346;FUNC-0641;Segurança do Trabalho NR-35;Obrigatório;4;2024-05-17;2024-05-18;Concluído;6,8;Presencial;1;False
TR-001347;FUNC-0642;Onboarding Corporativo;Institucional;8;2023-10-21;2023-10-22;Não Concluído;;Híbrido;1;False
TR-001348;FUNC-0642;Onboarding Corporativo;Institucional;8;2022-06-01;2022-06-02;Concluído;8,3;Híbrido;1;False
TR-001349;FUNC-0643;Power BI do Zero ao Avançado;Técnico;20;2024-11-29;2024-12-01;Não Concluído;;EAD;2;False
TR-001350;FUNC-0643;LGPD na Prática;Compliance;4;2021-11-23;2021-11-24;Concluído;6,8;EAD;1;False
TR-001351;FUNC-0643;Gestão Ágil de Projetos;Técnico;24;2021-10-17;2021-10-20;Concluído;9,5;Híbrido;3;False
TR-001352;FUNC-0644;Onboarding Corporativo;Institucional;8;2017-10-11;2017-10-12;Concluído;9,7;Híbrido;1;False
TR-001353;FUNC-0644;Python para Análise de Dados;Técnico;40;2024-07-07;2024-07-12;Concluído;7,8;EAD;5;False
TR-001354;FUNC-0644;Design Thinking;Técnico;16;2019-01-16;2019-01-18;Concluído;6,2;Híbrido;2;False
TR-001355;FUNC-0645;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-05-02;2024-05-07;Em Andamento;;Presencial;5;False
TR-001356;FUNC-0646;Excel Avançado;Técnico;8;2023-08-16;2023-08-17;Concluído;8,8;EAD;1;False
TR-001357;FUNC-0646;Excel Avançado;Técnico;8;2024-07-10;2024-07-11;Concluído;8,4;EAD;1;False
TR-001358;FUNC-0646;LGPD na Prática;Compliance;4;2023-12-24;2023-12-25;Concluído;6,1;EAD;1;False
TR-001359;FUNC-0649;Gestão de Conflitos;Comportamental;8;2021-05-22;2021-05-23;Em Andamento;;Presencial;1;False
TR-001360;FUNC-0649;Liderança Situacional;Comportamental;16;2021-11-27;2021-11-29;Concluído;9,1;Presencial;2;False
TR-001361;FUNC-0650;Gestão de Conflitos;Comportamental;8;2024-09-05;2024-09-06;Concluído;7,0;Presencial;1;False
TR-001362;FUNC-0650;Design Thinking;Técnico;16;2024-09-22;2024-09-24;Concluído;6,6;Híbrido;2;False
TR-001363;FUNC-0650;Python para Análise de Dados;Técnico;40;2024-09-30;2024-10-05;Concluído;5,7;EAD;5;False
TR-001364;FUNC-0650;Gestão Ágil de Projetos;Técnico;24;2024-09-08;2024-09-11;Concluído;6,0;Híbrido;3;False
TR-001365;FUNC-0650;Design Thinking;Técnico;16;2024-04-08;2024-04-10;Não Concluído;;Híbrido;2;False
